building_id,timestamp,load,oof_pred
5,2024-06-15 00:00:00,3856.8,4375.992019501016
5,2024-06-15 01:00:00,3767.52,4316.975365759738
5,2024-06-15 02:00:00,3660.0,4253.176724155437
5,2024-06-15 03:00:00,3605.76,4180.081220415828
5,2024-06-15 04:00:00,3483.84,4128.541028003877
5,2024-06-15 05:00:00,3408.96,4088.6734182182818
5,2024-06-15 06:00:00,3369.12,4022.0965793033615
5,2024-06-15 07:00:00,3419.04,4065.0936107492826
5,2024-06-15 08:00:00,3634.08,4242.206542098151
5,2024-06-15 09:00:00,4046.88,4445.778217150633
5,2024-06-15 10:00:00,4252.8,4370.300148816789
5,2024-06-15 11:00:00,4332.96,4711.578117955284
5,2024-06-15 12:00:00,4442.88,4797.140736833679
5,2024-06-15 13:00:00,4508.16,4859.77559506427
5,2024-06-15 14:00:00,4514.4,4873.933081804472
5,2024-06-15 15:00:00,4503.84,4953.272259628104
5,2024-06-15 16:00:00,4539.84,4924.126362646514
5,2024-06-15 17:00:00,4505.76,4986.126282407582
5,2024-06-15 18:00:00,4413.6,4837.959608714348
5,2024-06-15 19:00:00,4279.68,4731.1023810806255
5,2024-06-15 20:00:00,4253.28,4672.225516531388
5,2024-06-15 21:00:00,4200.0,4583.387895256864
5,2024-06-15 22:00:00,4026.24,4390.53426829381
5,2024-06-15 23:00:00,3895.2,4275.784085700634
5,2024-06-16 00:00:00,3732.48,4111.535022819213
5,2024-06-16 01:00:00,3678.72,4052.675944779515
5,2024-06-16 02:00:00,3556.8,3996.046602526776
5,2024-06-16 03:00:00,3475.2,3955.247616258659
5,2024-06-16 04:00:00,3409.44,3890.0985381276405
5,2024-06-16 05:00:00,3353.28,3819.3298692513754
5,2024-06-16 06:00:00,3354.24,3793.0393692151924
5,2024-06-16 07:00:00,3480.0,3912.908812743749
5,2024-06-16 08:00:00,3625.92,4057.320721142679
5,2024-06-16 09:00:00,3742.56,4184.019877578128
5,2024-06-16 10:00:00,3852.96,4287.426558099397
5,2024-06-16 11:00:00,3974.4,4456.4259893537555
5,2024-06-16 12:00:00,4112.16,4624.260496925674
5,2024-06-16 13:00:00,4286.4,4774.242507073262
5,2024-06-16 14:00:00,4407.84,4846.61558161996
5,2024-06-16 15:00:00,4414.56,4916.622052041705
5,2024-06-16 16:00:00,4435.2,4899.530071573736
5,2024-06-16 17:00:00,4361.28,4872.61083011052
5,2024-06-16 18:00:00,4279.2,4821.4566606350945
5,2024-06-16 19:00:00,4170.24,4663.7834782388245
5,2024-06-16 20:00:00,4102.08,4612.99689338586
5,2024-06-16 21:00:00,4080.0,4487.389156617118
5,2024-06-16 22:00:00,3936.48,4375.360781210551
5,2024-06-16 23:00:00,3803.04,4256.96476817292
5,2024-06-17 00:00:00,3705.12,4223.073415963205
5,2024-06-17 01:00:00,3612.96,4095.6944807118325
5,2024-06-17 02:00:00,3512.16,4024.6473960157796
5,2024-06-17 03:00:00,3453.12,3952.9052040348124
5,2024-06-17 04:00:00,3374.88,3881.47398379352
5,2024-06-17 05:00:00,3318.72,3869.612386362446
5,2024-06-17 06:00:00,3345.6,3905.0089910998763
5,2024-06-17 07:00:00,3754.08,4250.175308874483
5,2024-06-17 08:00:00,4463.04,4926.647609103242
5,2024-06-17 09:00:00,5399.04,5814.806113435257
5,2024-06-17 10:00:00,5664.48,6474.651785398089
5,2024-06-17 11:00:00,5925.12,6680.084655818314
5,2024-06-17 12:00:00,6126.72,6812.786065543622
5,2024-06-17 13:00:00,6346.08,7082.004924174331
5,2024-06-17 14:00:00,6344.64,7097.809030224059
5,2024-06-17 15:00:00,6221.76,7143.865644598353
5,2024-06-17 16:00:00,6146.4,6975.4617482850545
5,2024-06-17 17:00:00,5794.56,6622.0029388753655
5,2024-06-17 18:00:00,5405.28,6167.406289216638
5,2024-06-17 19:00:00,5124.96,5789.091217702794
5,2024-06-17 20:00:00,4880.16,5520.2466572716985
5,2024-06-17 21:00:00,4518.72,5207.661181790783
5,2024-06-17 22:00:00,4183.2,4885.881550610939
5,2024-06-17 23:00:00,3929.28,4640.778348189153
5,2024-06-18 00:00:00,3803.52,4490.599064503217
5,2024-06-18 01:00:00,3685.92,4360.442952545956
5,2024-06-18 02:00:00,3593.76,4271.092545948013
5,2024-06-18 03:00:00,3498.24,4188.605237293387
5,2024-06-18 04:00:00,3418.08,4104.597258300725
5,2024-06-18 05:00:00,3363.36,4023.769115838971
5,2024-06-18 06:00:00,3365.28,4053.0145480128076
5,2024-06-18 07:00:00,3779.04,4414.99708903245
5,2024-06-18 08:00:00,4453.44,5100.221163934459
5,2024-06-18 09:00:00,5358.72,6024.596510382163
5,2024-06-18 10:00:00,5833.92,6480.316500745611
5,2024-06-18 11:00:00,6168.48,6719.120234570657
5,2024-06-18 12:00:00,6341.28,6906.286659201268
5,2024-06-18 13:00:00,6561.6,7161.731652109497
5,2024-06-18 14:00:00,6626.88,7319.534530487382
5,2024-06-18 15:00:00,6665.76,7409.613808032739
5,2024-06-18 16:00:00,6510.72,7147.763399497073
5,2024-06-18 17:00:00,6196.32,6748.152198932789
5,2024-06-18 18:00:00,5685.12,6236.586064750369
5,2024-06-18 19:00:00,5312.16,5864.336616264998
5,2024-06-18 20:00:00,4975.68,5599.436151953974
5,2024-06-18 21:00:00,4600.8,5224.686482898914
5,2024-06-18 22:00:00,4272.0,4938.118894841253
5,2024-06-18 23:00:00,4082.88,4759.494399814917
5,2024-06-19 00:00:00,3945.12,4728.596629683726
5,2024-06-19 01:00:00,3791.52,4566.991246329271
5,2024-06-19 02:00:00,3692.16,4429.825868237835
5,2024-06-19 03:00:00,3606.24,4313.008372703469
5,2024-06-19 04:00:00,3548.64,4304.067337371673
5,2024-06-19 05:00:00,3495.84,4236.096392890433
5,2024-06-19 06:00:00,3557.76,4249.653528905773
5,2024-06-19 07:00:00,3970.56,4620.278784116681
5,2024-06-19 08:00:00,4630.56,5326.058661905094
5,2024-06-19 09:00:00,5495.04,6186.824041889
5,2024-06-19 10:00:00,5801.76,6613.836562056962
5,2024-06-19 11:00:00,6175.2,6874.76643996672
5,2024-06-19 12:00:00,6361.92,7033.230403773578
5,2024-06-19 13:00:00,6702.72,7394.296308625809
5,2024-06-19 14:00:00,6870.72,7565.261060676422
5,2024-06-19 15:00:00,6916.32,7572.399987874254
5,2024-06-19 16:00:00,6801.6,7384.583296532863
5,2024-06-19 17:00:00,6390.72,7081.141173309183
5,2024-06-19 18:00:00,5921.76,6528.632663142631
5,2024-06-19 19:00:00,5536.8,6115.55889462264
5,2024-06-19 20:00:00,5279.52,5893.154714151016
5,2024-06-19 21:00:00,4974.24,5549.0223982231055
5,2024-06-19 22:00:00,4604.16,5182.582067641305
5,2024-06-19 23:00:00,4325.76,4987.617410158484
5,2024-06-20 00:00:00,4188.48,4990.975524802642
5,2024-06-20 01:00:00,4033.92,4851.547728257887
5,2024-06-20 02:00:00,3885.6,4748.833264775816
5,2024-06-20 03:00:00,3799.2,4614.4869082750965
5,2024-06-20 04:00:00,3692.64,4533.29365502902
5,2024-06-20 05:00:00,3611.04,4467.552258249259
5,2024-06-20 06:00:00,3672.96,4458.469176319295
5,2024-06-20 07:00:00,4095.36,4791.5222850864775
5,2024-06-20 08:00:00,4728.48,5468.388820099409
5,2024-06-20 09:00:00,5629.92,6410.297251184797
5,2024-06-20 10:00:00,6052.8,6873.42755086172
5,2024-06-20 11:00:00,6270.72,7124.50488334165
5,2024-06-20 12:00:00,6510.72,7321.319493709861
5,2024-06-20 13:00:00,6770.88,7528.84570577729
5,2024-06-20 14:00:00,6952.8,7670.632747879574
5,2024-06-20 15:00:00,6855.36,7678.99854123988
5,2024-06-20 16:00:00,6573.6,7553.212072232994
5,2024-06-20 17:00:00,6219.36,7279.808327331866
5,2024-06-20 18:00:00,5781.6,6795.893948196048
5,2024-06-20 19:00:00,5384.64,6431.357504383372
5,2024-06-20 20:00:00,5134.08,6114.26162723024
5,2024-06-20 21:00:00,4773.12,5696.742329344906
5,2024-06-20 22:00:00,4432.8,5392.040800814027
5,2024-06-20 23:00:00,4220.16,5160.850035907004
5,2024-06-21 00:00:00,4087.68,5145.379682191908
5,2024-06-21 01:00:00,3934.56,4967.629527864461
5,2024-06-21 02:00:00,3833.76,4762.316236214947
5,2024-06-21 03:00:00,3742.08,4686.870329500457
5,2024-06-21 04:00:00,3653.28,4611.7342969493
5,2024-06-21 05:00:00,3596.64,4525.097205247273
