building_id,timestamp,load,oof_pred
1,2024-08-03 23:00:00,4425.81,4947.132260906804
1,2024-08-04 00:00:00,4303.74,4417.5120756767465
1,2024-08-04 01:00:00,4071.03,3609.271072312397
1,2024-08-04 02:00:00,3702.6,4140.7227164400165
1,2024-08-04 03:00:00,3187.41,4062.2649285857924
1,2024-08-04 04:00:00,3658.23,4183.96178111576
1,2024-08-04 05:00:00,3795.78,4236.873022604051
1,2024-08-04 06:00:00,3902.22,4528.050604229655
1,2024-08-04 07:00:00,5418.45,5149.446139839618
1,2024-08-04 08:00:00,6548.58,6275.536555641922
1,2024-08-04 09:00:00,7559.82,7510.318525646867
1,2024-08-04 10:00:00,7107.54,6947.852494009784
1,2024-08-04 11:00:00,6620.76,7644.12305022812
1,2024-08-04 12:00:00,6637.2,7087.390404501093
1,2024-08-04 13:00:00,6635.73,6676.837385353667
1,2024-08-04 14:00:00,6619.29,6800.348692632238
1,2024-08-04 15:00:00,6618.51,6777.763085092635
1,2024-08-04 16:00:00,6639.63,7058.678756902564
1,2024-08-04 17:00:00,6652.38,7293.700233307514
1,2024-08-04 18:00:00,6603.51,7294.934277653892
1,2024-08-04 19:00:00,6444.18,7080.408902008827
1,2024-08-04 20:00:00,5457.57,6085.761170684399
1,2024-08-04 21:00:00,4448.25,6385.585344080064
1,2024-08-04 22:00:00,4367.55,5567.201760762521
1,2024-08-04 23:00:00,4088.31,5459.607723868464
1,2024-08-05 00:00:00,3222.42,4634.828674674683
1,2024-08-05 01:00:00,3033.63,3880.847915392954
1,2024-08-05 02:00:00,2998.38,3307.252957134283
1,2024-08-05 03:00:00,3054.66,3241.076481900728
1,2024-08-05 04:00:00,3313.35,3932.6294577911704
1,2024-08-05 05:00:00,3903.75,4347.134275592922
1,2024-08-05 06:00:00,3907.41,3986.557134258378
1,2024-08-05 07:00:00,4682.46,4620.955192148491
1,2024-08-05 08:00:00,6261.87,5229.569924339668
1,2024-08-05 09:00:00,6876.3,5921.337960911207
1,2024-08-05 10:00:00,6538.71,6049.836906018408
1,2024-08-05 11:00:00,6534.63,5860.250942195433
1,2024-08-05 12:00:00,6203.46,5829.476358437421
1,2024-08-05 13:00:00,6225.45,6250.72236646804
1,2024-08-05 14:00:00,5925.6,6128.0723346179675
1,2024-08-05 15:00:00,5865.72,6433.370944803321
1,2024-08-05 16:00:00,5787.75,6090.906083190592
1,2024-08-05 17:00:00,6868.17,7127.726047216296
1,2024-08-05 18:00:00,7305.99,6920.638274967748
1,2024-08-05 19:00:00,7147.92,6199.252339866988
1,2024-08-05 20:00:00,6001.23,5182.482786497577
1,2024-08-05 21:00:00,5078.55,4641.318375626811
1,2024-08-05 22:00:00,4896.24,5462.619793020925
1,2024-08-05 23:00:00,4743.27,5249.169652466172
1,2024-08-06 00:00:00,5324.49,5135.633762424388
1,2024-08-06 01:00:00,5379.36,4903.47110569168
1,2024-08-06 02:00:00,5152.89,4293.172407861811
1,2024-08-06 03:00:00,4434.51,4292.158581799837
1,2024-08-06 04:00:00,4120.11,4622.037628022696
1,2024-08-06 05:00:00,4496.16,4739.4122996411625
1,2024-08-06 06:00:00,4806.93,5193.740332848216
1,2024-08-06 07:00:00,5645.16,5449.136844490656
1,2024-08-06 08:00:00,5772.27,5365.403105591874
1,2024-08-06 09:00:00,6534.87,5871.562110690631
1,2024-08-06 10:00:00,6595.89,5325.080311845281
1,2024-08-06 11:00:00,6630.66,5232.201015894159
1,2024-08-06 12:00:00,6593.85,5983.723612070277
1,2024-08-06 13:00:00,6659.43,6038.2463859994405
1,2024-08-06 14:00:00,6574.29,6068.434737969152
1,2024-08-06 15:00:00,6852.66,6068.012127485802
1,2024-08-06 16:00:00,6603.45,6117.64389824906
1,2024-08-06 17:00:00,7199.1,6642.979278087158
1,2024-08-06 18:00:00,7273.2,6310.6947804809415
1,2024-08-06 19:00:00,7150.95,6270.635416489108
1,2024-08-06 20:00:00,6016.05,5990.33804295494
1,2024-08-06 21:00:00,4432.59,5341.686477830373
1,2024-08-06 22:00:00,5048.1,5799.452817581501
1,2024-08-06 23:00:00,4917.3,5606.20529628759
1,2024-08-07 00:00:00,5299.65,5309.378695746626
1,2024-08-07 01:00:00,5027.07,5237.901039107341
1,2024-08-07 02:00:00,4276.68,4510.490978695828
1,2024-08-07 03:00:00,3544.02,4727.917784731665
1,2024-08-07 04:00:00,3024.78,4709.556026536878
1,2024-08-07 05:00:00,4092.12,5100.019722579937
1,2024-08-07 06:00:00,4385.82,4847.595458537452
1,2024-08-07 07:00:00,5115.21,5558.837697140587
1,2024-08-07 08:00:00,5769.69,5392.467261090324
1,2024-08-07 09:00:00,6912.57,6064.516737178156
1,2024-08-07 10:00:00,6327.81,6207.625733496403
1,2024-08-07 11:00:00,5964.03,5561.795507146977
1,2024-08-07 12:00:00,5976.42,6075.171827590863
1,2024-08-07 13:00:00,6092.97,6270.4515525516435
1,2024-08-07 14:00:00,6164.94,6316.61476491835
1,2024-08-07 15:00:00,6655.56,6167.083990847658
1,2024-08-07 16:00:00,6716.19,6032.645191117468
1,2024-08-07 17:00:00,6789.24,6220.832369418044
1,2024-08-07 18:00:00,6652.5,6318.9372002271975
1,2024-08-07 19:00:00,6668.82,6095.788001624554
1,2024-08-07 20:00:00,6013.8,5328.442568436047
1,2024-08-07 21:00:00,4832.61,4707.498650281074
1,2024-08-07 22:00:00,4896.75,5035.542323456176
1,2024-08-07 23:00:00,4780.68,5295.1225398014385
1,2024-08-08 00:00:00,4896.36,5238.992299420827
1,2024-08-08 01:00:00,4745.01,5027.818188501353
1,2024-08-08 02:00:00,4672.89,4916.138067795165
1,2024-08-08 03:00:00,4642.17,4329.4774277698725
1,2024-08-08 04:00:00,4690.65,4756.229024996369
1,2024-08-08 05:00:00,4824.87,4597.523276499091
1,2024-08-08 06:00:00,5334.36,5243.878156530483
1,2024-08-08 07:00:00,5984.43,5431.710130584366
1,2024-08-08 08:00:00,5880.33,5492.999455416668
1,2024-08-08 09:00:00,6936.45,5385.252276884125
1,2024-08-08 10:00:00,6256.71,5420.553510888278
1,2024-08-08 11:00:00,6309.3,5509.858840430063
1,2024-08-08 12:00:00,6719.34,5987.885937487816
1,2024-08-08 13:00:00,6662.7,5967.151720680698
1,2024-08-08 14:00:00,6580.68,6119.946014615693
1,2024-08-08 15:00:00,6505.53,6181.267206487369
1,2024-08-08 16:00:00,6556.02,6144.280281435449
1,2024-08-08 17:00:00,6530.28,6829.321870404223
1,2024-08-08 18:00:00,6189.48,6575.018528514901
1,2024-08-08 19:00:00,5526.06,6850.634969080822
1,2024-08-08 20:00:00,5046.18,5817.3190564524875
1,2024-08-08 21:00:00,4412.82,4602.030772656535
1,2024-08-08 22:00:00,5032.77,5098.063604515665
1,2024-08-08 23:00:00,4786.32,4844.49741686539
1,2024-08-09 00:00:00,4813.35,4898.667561224898
1,2024-08-09 01:00:00,4624.44,4913.517935028848
1,2024-08-09 02:00:00,4580.52,4815.394544566041
1,2024-08-09 03:00:00,4540.62,4900.352139028931
1,2024-08-09 04:00:00,4869.75,4304.141022704567
1,2024-08-09 05:00:00,5299.32,4537.543608598966
1,2024-08-09 06:00:00,4926.84,4711.218916531884
1,2024-08-09 07:00:00,5593.02,5570.261469639341
1,2024-08-09 08:00:00,6004.56,5417.371801587052
1,2024-08-09 09:00:00,5870.73,5965.00088120188
1,2024-08-09 10:00:00,5970.36,5719.579378772504
1,2024-08-09 11:00:00,6012.6,5906.779525279219
1,2024-08-09 12:00:00,6083.7,6288.784342536055
1,2024-08-09 13:00:00,6408.42,6379.323127241668
1,2024-08-09 14:00:00,6645.15,6414.939125093553
1,2024-08-09 15:00:00,6522.45,6487.04081966022
1,2024-08-09 16:00:00,6536.25,6764.439752085604
1,2024-08-09 17:00:00,6653.61,6837.017773982813
1,2024-08-09 18:00:00,6603.09,7208.975404185919
1,2024-08-09 19:00:00,5813.25,6884.825741565999
1,2024-08-09 20:00:00,5233.17,5949.158745715924
1,2024-08-09 21:00:00,4711.59,5212.557500390181
1,2024-08-09 22:00:00,5529.54,5585.845176783365
1,2024-08-09 23:00:00,5743.77,5700.872752178075
1,2024-08-10 00:00:00,5388.33,5442.683790212881
1,2024-08-10 01:00:00,5173.41,5307.26277160885
