building_id,timestamp,load,oof_pred
1,2024-08-03 23:00:00,4425.81,5056.290358330066
1,2024-08-04 00:00:00,4303.74,4105.970715833796
1,2024-08-04 01:00:00,4071.03,3604.3728408418738
1,2024-08-04 02:00:00,3702.6,3910.30108034871
1,2024-08-04 03:00:00,3187.41,4016.455826892401
1,2024-08-04 04:00:00,3658.23,4013.418411506808
1,2024-08-04 05:00:00,3795.78,4162.441803249862
1,2024-08-04 06:00:00,3902.22,4147.81064186574
1,2024-08-04 07:00:00,5418.45,5027.940759167369
1,2024-08-04 08:00:00,6548.58,6375.353620975987
1,2024-08-04 09:00:00,7559.82,7454.783651975564
1,2024-08-04 10:00:00,7107.54,6942.852409270302
1,2024-08-04 11:00:00,6620.76,7610.714564625717
1,2024-08-04 12:00:00,6637.2,7004.458648396438
1,2024-08-04 13:00:00,6635.73,6717.932748697894
1,2024-08-04 14:00:00,6619.29,6879.788445896917
1,2024-08-04 15:00:00,6618.51,6747.156706677672
1,2024-08-04 16:00:00,6639.63,7048.649820950604
1,2024-08-04 17:00:00,6652.38,7258.783078833313
1,2024-08-04 18:00:00,6603.51,7218.880187921376
1,2024-08-04 19:00:00,6444.18,6922.511854994914
1,2024-08-04 20:00:00,5457.57,5997.601184739266
1,2024-08-04 21:00:00,4448.25,6328.3281406418855
1,2024-08-04 22:00:00,4367.55,5498.693880074437
1,2024-08-04 23:00:00,4088.31,5381.794487155383
1,2024-08-05 00:00:00,3222.42,4964.044349906125
1,2024-08-05 01:00:00,3033.63,3961.179274049512
1,2024-08-05 02:00:00,2998.38,3562.4197741778394
1,2024-08-05 03:00:00,3054.66,3843.624063146803
1,2024-08-05 04:00:00,3313.35,3919.192521897531
1,2024-08-05 05:00:00,3903.75,4200.738662011706
1,2024-08-05 06:00:00,3907.41,3976.0325412491356
1,2024-08-05 07:00:00,4682.46,4629.038408148918
1,2024-08-05 08:00:00,6261.87,5506.149702649382
1,2024-08-05 09:00:00,6876.3,6065.452581973034
1,2024-08-05 10:00:00,6538.71,6105.636370595265
1,2024-08-05 11:00:00,6534.63,5835.258026115811
1,2024-08-05 12:00:00,6203.46,5949.088981158368
1,2024-08-05 13:00:00,6225.45,6258.039710802089
1,2024-08-05 14:00:00,5925.6,6204.783528156761
1,2024-08-05 15:00:00,5865.72,6347.793621884892
1,2024-08-05 16:00:00,5787.75,6037.400467833574
1,2024-08-05 17:00:00,6868.17,7128.835300260486
1,2024-08-05 18:00:00,7305.99,6898.155194163004
1,2024-08-05 19:00:00,7147.92,6204.698607503125
1,2024-08-05 20:00:00,6001.23,5497.976515784367
